customer_id,customer_name,city,state,customer_status,order_id,order_value,product_name,product_category,order_date,order_status,promotion_applied,payment_details,name_on_payment,seller_id,seller_name,seller_city,seller_rating
CUST10328,Baljiwan Andra,Tezpur,Punjab,active,ORD100888,10471.99,Perfume,Beauty,2025-04-02 13:47:40,returned,no,Cash,Baljiwan Andra,SELL1007,Rai Inc Retail,Hapur,3.6
CUST10089,Qabil Sura,Raichur,Uttar Pradesh,new,ORD101432,38293.3,Ring,Jewelry,2025-08-31 17:56:58,lost_parcel,no,Credit Card,Qabil Sura,SELL1013,Loke Ltd Retail,Raichur,3.8
CUST10041,Gaurangi Sabharwal,Shimoga,Goa,active,ORD100712,37763.32,Bracelet,Jewelry,2026-01-07 15:49:05,fulfilled,no,Cash,Gaurangi Sabharwal,SELL1024,"Yadav, Loke and Oak Retail",Durg,4.9
CUST10360,Timothy Sachdev,Panipat,Arunachal Pradesh,dormant,ORD101382,42617.8,Doll,Toys & Games,2025-08-06 12:40:17,fulfilled,yes,Cash,Timothy Sachdev,SELL1007,Rai Inc Retail,Panipat,3.6
CUST10138,Hamsini Rao,Ozhukarai,West Bengal,new,ORD100070,42737.27,Earphones,Mobile Accessories,2025-02-03 03:10:59,lost_parcel,yes,Credit Card,Hamsini Rao,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10330,Krish Thaman,Darbhanga,Gujarat,dormant,ORD101268,12285.34,Face Wash,Beauty,2024-11-02 09:46:12,fulfilled,no,UPI,Krish Thaman,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10006,Noah Lanka,Rajpur Sonarpur,Nagaland,new,ORD101491,19991.15,Face Wash,Beauty,2025-12-07 03:43:21,fulfilled,no,Credit Card,Noah Lanka,SELL1016,Balay LLC Retail,Rajpur Sonarpur,3.8
CUST10260,Panini Brar,Madanapalle,Uttarakhand,active,ORD100607,24401.65,Sandals,Footwear,2025-11-16 02:23:00,fulfilled,yes,UPI,Panini Brar,SELL1019,Koshy Ltd Retail,Madanapalle,3.5
CUST10032,Anita Manda,Tiruvottiyur,Gujarat,active,ORD100433,43589.3,Exam Guide,Books,2025-01-21 04:02:52,fulfilled,no,Credit Card,Anita Manda,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10331,Ganga Gaba,Bardhaman,Tamil Nadu,new,ORD100051,19981.13,Earphones,Mobile Accessories,2025-11-14 09:16:42,lost_parcel,yes,UPI,Ganga Gaba,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Rajahmundry,4.5
CUST10340,Kiaan Sridhar,Malda,Telangana,active,ORD101199,38686.44,Bracelet,Jewelry,2025-08-31 00:40:47,lost_parcel,yes,UPI,Kiaan Sridhar,SELL1011,Kaul Inc Retail,Alwar,4.3
CUST10121,Jack Raval,Hosur,Manipur,active,ORD101128,32969.38,Face Cream,Beauty,2024-12-01 15:37:48,fulfilled,yes,Cash,Jack Raval,SELL1008,"Lalla, Bassi and Sharaf Retail",Burhanpur,4.1
CUST10087,Yatan Chadha,Hospet,Haryana,inactive,ORD101190,3558.23,Flip Flops,Footwear,2025-08-08 22:24:47,fulfilled,no,Credit Card,Mitesh Bhagat,SELL1022,"Dutta, Sami and Bhatt Retail",Eluru,4.0
CUST10038,Janya Baral,Bhagalpur,Sikkim,new,ORD101249,39675.9,Cookbook,Books,2025-04-11 23:43:07,fulfilled,yes,Cash,Janya Baral,SELL1014,"Garg, Walla and Konda Retail",Bhagalpur,4.5
CUST10363,Qarin Yogi,New Delhi,West Bengal,new,ORD101419,5941.53,Perfume,Beauty,2025-10-30 05:00:23,fulfilled,no,Cash,Qarin Yogi,SELL1003,Tiwari PLC Retail,New Delhi,3.8
CUST10204,Rajata Bahl,Solapur,West Bengal,active,ORD100432,35678.07,Doll,Toys & Games,2024-10-14 03:37:18,processing,no,Credit Card,Rajata Bahl,SELL1014,"Garg, Walla and Konda Retail",Surendranagar Dudhrej,4.5
CUST10023,Dakshesh Trivedi,Gaya,Assam,dormant,ORD101452,31285.69,Yoga Mat,Sports,2026-03-04 18:59:57,returned,no,Credit Card,Dakshesh Trivedi,SELL1017,Kakar PLC Retail,Rajpur Sonarpur,4.4
CUST10299,Charan Hayer,Begusarai,Jharkhand,inactive,ORD101470,42497.24,Charger,Mobile Accessories,2024-12-10 15:58:57,returned,yes,Credit Card,Raghav Doctor,SELL1010,Boase Inc Retail,Begusarai,3.8
CUST10356,Amol Khosla,Jabalpur,Bihar,dormant,ORD101234,4630.46,Cookbook,Books,2024-07-27 09:33:05,fulfilled,no,Cash,Amol Khosla,SELL1010,Boase Inc Retail,Jabalpur,3.8
CUST10188,Bhavna Muni,Vasai-Virar,Odisha,new,ORD101281,310.04,T-Shirt,Fashion,2025-03-19 06:32:38,fulfilled,no,UPI,Bhavna Muni,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10097,Rehaan Kalita,Bally,Telangana,active,ORD101085,32585.91,Silver Earrings,Jewelry,2025-11-20 01:23:30,fulfilled,yes,Cash,Rehaan Kalita,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10310,Manbir Kibe,Chapra,Tamil Nadu,new,ORD100610,28206.59,Cookbook,Books,2024-08-03 18:12:13,returned,no,Credit Card,Manbir Kibe,SELL1002,Balay-Balan Retail,Chapra,3.9
CUST10270,Jacob Lala,Amroha,Gujarat,dormant,ORD101284,37842.3,Earphones,Mobile Accessories,2025-07-24 14:53:14,fulfilled,no,UPI,Jacob Lala,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10243,Liam Singh,Tadepalligudem,Andhra Pradesh,active,ORD101041,5800.6,Smartphone,Electronics,2026-02-14 20:30:34,lost_parcel,no,Cash,Liam Singh,SELL1017,Kakar PLC Retail,Tadepalligudem,4.4
CUST10016,Pahal Goswami,Surendranagar Dudhrej,Haryana,active,ORD100220,19837.28,Kurta,Fashion,2025-04-28 18:12:05,fulfilled,no,Cash,Pahal Goswami,SELL1019,Koshy Ltd Retail,Bhimavaram,3.5
CUST10235,Triya Manda,Ambala,Mizoram,new,ORD100339,4290.21,Silver Earrings,Jewelry,2025-12-03 14:47:38,lost_parcel,yes,Cash,Triya Manda,SELL1013,Loke Ltd Retail,Narasaraopet,3.8
CUST10124,Raksha Sundaram,Bhopal,Rajasthan,active,ORD100423,29775.83,Formal Shoes,Footwear,2025-08-11 07:00:45,processing,yes,UPI,Raksha Sundaram,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10216,Dakshesh Pillay,Solapur,Rajasthan,new,ORD100428,24592.62,Earphones,Mobile Accessories,2025-09-27 10:27:38,fulfilled,no,UPI,Dakshesh Pillay,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10304,Urvi Venkataraman,Jalgaon,Punjab,active,ORD101105,18793.82,Gold Necklace,Jewelry,2025-12-12 22:30:33,lost_parcel,no,UPI,Urvi Venkataraman,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10037,Kala Divan,Warangal,Arunachal Pradesh,dormant,ORD100076,39030.09,Mixer Grinder,Home & Kitchen,2026-05-05 18:05:26,fulfilled,no,Credit Card,Kala Divan,SELL1011,Kaul Inc Retail,Alwar,4.3
CUST10236,Neel Iyengar,Chandrapur,Arunachal Pradesh,active,ORD101391,44684.85,Dress,Fashion,2026-05-04 21:11:27,fulfilled,yes,UPI,Neel Iyengar,SELL1013,Loke Ltd Retail,Narasaraopet,3.8
CUST10016,Pahal Goswami,Surendranagar Dudhrej,Haryana,active,ORD100439,11843.46,Refrigerator,Home & Kitchen,2025-02-24 16:49:35,fulfilled,no,Cash,Pahal Goswami,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10244,Anirudh Kunda,Jalgaon,Nagaland,new,ORD101336,25390.82,Cricket Bat,Sports,2025-12-22 01:38:08,fulfilled,no,Cash,Anirudh Kunda,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10089,Qabil Sura,Raichur,Uttar Pradesh,new,ORD100864,35926.84,Laptop,Electronics,2025-08-15 22:12:02,processing,no,Cash,Qabil Sura,SELL1009,Memon Ltd Retail,Gangtok,3.5
CUST10016,Pahal Goswami,Surendranagar Dudhrej,Haryana,active,ORD101080,39100.39,Puzzle,Toys & Games,2025-11-20 04:20:35,fulfilled,no,Credit Card,Pahal Goswami,SELL1008,"Lalla, Bassi and Sharaf Retail",Burhanpur,4.1
CUST10081,Atharv Muni,Sikar,Tamil Nadu,new,ORD100354,39252.89,Puzzle,Toys & Games,2024-10-04 07:53:43,fulfilled,yes,UPI,Atharv Muni,SELL1011,Kaul Inc Retail,Sikar,4.3
CUST10231,Krisha Dube,Bokaro,Uttarakhand,active,ORD100365,2442.88,Dress,Fashion,2024-10-12 02:16:54,fulfilled,no,Credit Card,Krisha Dube,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Bokaro,4.5
CUST10266,Warinder Peri,Yamunanagar,Odisha,inactive,ORD100309,16019.54,Flip Flops,Footwear,2025-06-22 11:32:47,returned,no,Credit Card,Warinder Peri,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10007,Devika Rastogi,Bahraich,Mizoram,new,ORD100736,35598.03,Biography,Books,2025-09-09 09:53:27,processing,no,Credit Card,Devika Rastogi,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10235,Triya Manda,Ambala,Mizoram,new,ORD100998,43419.7,Power Bank,Mobile Accessories,2025-07-18 02:20:47,fulfilled,yes,Credit Card,Triya Manda,SELL1005,Ahuja-Dutta Retail,Ambala,4.5
CUST10094,Urvashi Wali,Khandwa,Telangana,active,ORD100621,1820.7,Sneakers,Footwear,2025-03-15 08:47:32,lost_parcel,yes,Cash,Urvashi Wali,SELL1001,Chaudry Ltd Retail,Gudivada,3.5
CUST10378,Vritti Sharma,Nagercoil,Goa,new,ORD100543,43917.2,Refrigerator,Home & Kitchen,2025-11-12 10:03:55,fulfilled,yes,Cash,Vritti Sharma,SELL1005,Ahuja-Dutta Retail,Nagercoil,4.5
CUST10029,Ikshita Biswas,Uluberia,Jharkhand,new,ORD101140,22794.34,Running Shoes,Footwear,2025-07-19 22:28:33,fulfilled,no,Cash,Ikshita Biswas,SELL1023,"Sidhu, Wadhwa and Krishnamurthy Retail",Uluberia,3.7
CUST10069,Lajita Sood,Nagercoil,Jharkhand,inactive,ORD101296,26723.93,Laptop,Electronics,2025-04-12 17:38:50,lost_parcel,yes,UPI,Lajita Sood,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Nagercoil,4.5
CUST10273,Idika Bhattacharyya,Dewas,West Bengal,active,ORD100554,5357.88,Flip Flops,Footwear,2026-03-10 20:11:41,fulfilled,yes,UPI,Idika Bhattacharyya,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10127,Wishi Manne,Vijayanagaram,Uttarakhand,inactive,ORD100679,5319.62,Gold Necklace,Jewelry,2026-01-28 08:56:46,fulfilled,yes,Credit Card,Warda Raju,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10224,Bhanumati Krishnan,Thoothukudi,Assam,new,ORD100049,10739.47,Board Game,Toys & Games,2025-08-03 16:15:19,lost_parcel,no,Cash,Bhanumati Krishnan,SELL1010,Boase Inc Retail,Ramagundam,3.8
CUST10150,Chakrika Bains,Panipat,Andhra Pradesh,new,ORD100490,7597.31,Doll,Toys & Games,2025-12-14 11:40:30,fulfilled,no,UPI,Chakrika Bains,SELL1007,Rai Inc Retail,Panipat,3.6
CUST10067,Tanish Bhatt,Vellore,Karnataka,active,ORD100316,14523.61,Formal Shoes,Footwear,2024-11-09 12:10:53,fulfilled,yes,UPI,Tanish Bhatt,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10376,Chakrika Dua,Ozhukarai,Haryana,active,ORD100904,25010.78,Cricket Bat,Sports,2025-01-31 10:22:05,fulfilled,yes,UPI,Chakrika Dua,SELL1024,"Yadav, Loke and Oak Retail",Ozhukarai,4.9
CUST10353,Aarush Bajaj,Madhyamgram,Sikkim,new,ORD100636,39197.81,Power Bank,Mobile Accessories,2026-04-01 01:39:45,fulfilled,yes,Credit Card,Aarush Bajaj,SELL1023,"Sidhu, Wadhwa and Krishnamurthy Retail",Raipur,3.7
CUST10241,Udarsh Bala,Navi Mumbai,Uttarakhand,dormant,ORD100560,11613.31,Ring,Jewelry,2025-10-19 16:23:22,fulfilled,yes,Credit Card,Udarsh Bala,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10243,Liam Singh,Tadepalligudem,Andhra Pradesh,active,ORD100486,28722.18,Running Shoes,Footwear,2025-07-20 04:36:52,fulfilled,no,Cash,Liam Singh,SELL1016,Balay LLC Retail,Agartala,3.8
CUST10257,Champak Narula,Amravati,Uttar Pradesh,dormant,ORD100067,30353.31,Running Shoes,Footwear,2025-04-23 20:30:48,fulfilled,no,Credit Card,Champak Narula,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10205,Pushti Ravel,Ramagundam,Bihar,active,ORD100811,24472.86,Face Cream,Beauty,2025-12-17 06:32:49,fulfilled,yes,Cash,Pushti Ravel,SELL1016,Balay LLC Retail,Agartala,3.8
CUST10069,Lajita Sood,Nagercoil,Jharkhand,inactive,ORD100493,4870.73,Self Help Book,Books,2025-12-26 09:56:47,fulfilled,no,Credit Card,Chameli Bali,SELL1022,"Dutta, Sami and Bhatt Retail",Eluru,4.0
CUST10213,Ekantika Mutti,Gandhidham,Assam,active,ORD100310,8146.56,Smartphone,Electronics,2025-12-22 22:12:03,fulfilled,no,Credit Card,Ekantika Mutti,SELL1001,Chaudry Ltd Retail,Gandhidham,3.5
CUST10126,Umang Comar,Kochi,Rajasthan,active,ORD101096,43174.44,Remote Car,Toys & Games,2025-04-26 03:40:05,fulfilled,no,Credit Card,Umang Comar,SELL1017,Kakar PLC Retail,Rajpur Sonarpur,4.4
CUST10238,Anjali Sengupta,Junagadh,Assam,new,ORD101247,28506.51,Hair Oil,Beauty,2026-02-16 12:01:49,lost_parcel,yes,Credit Card,Anjali Sengupta,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10285,Alka Kade,Tadipatri,Rajasthan,inactive,ORD100184,36148.98,Lipstick,Beauty,2024-09-30 13:06:22,fulfilled,no,Credit Card,Alka Kade,SELL1021,"Tak, Chand and Batta Retail",Jamnagar,4.5
CUST10017,Saanvi Chaudhari,Panvel,Uttarakhand,active,ORD100306,44621.44,Screen Guard,Mobile Accessories,2024-08-06 10:00:39,processing,yes,Credit Card,Saanvi Chaudhari,SELL1024,"Yadav, Loke and Oak Retail",Durg,4.9
CUST10259,Watika Tank,Kadapa,Himachal Pradesh,active,ORD100852,39774.54,Smart Watch,Electronics,2025-11-25 14:00:54,fulfilled,no,Cash,Watika Tank,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10337,Advika Parsa,Ghaziabad,Sikkim,new,ORD100792,5526.37,Sandals,Footwear,2025-01-25 07:52:28,fulfilled,yes,Credit Card,Advika Parsa,SELL1014,"Garg, Walla and Konda Retail",Surendranagar Dudhrej,4.5
CUST10006,Noah Lanka,Rajpur Sonarpur,Nagaland,new,ORD100289,24506.61,Headphones,Electronics,2025-09-29 12:23:44,returned,no,UPI,Noah Lanka,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Rajahmundry,4.5
CUST10067,Tanish Bhatt,Vellore,Karnataka,active,ORD100706,16159.91,Doll,Toys & Games,2025-03-26 22:38:36,fulfilled,no,UPI,Tanish Bhatt,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10161,Timothy Bhatnagar,Barasat,Rajasthan,inactive,ORD101329,1299.56,Fiction Novel,Books,2025-09-14 00:45:50,processing,yes,Credit Card,Timothy Bhatnagar,SELL1013,Loke Ltd Retail,Narasaraopet,3.8
CUST10159,Jatin Sha,Firozabad,Odisha,active,ORD100654,34286.94,Hair Oil,Beauty,2024-11-30 06:55:27,processing,yes,Cash,Jatin Sha,SELL1019,Koshy Ltd Retail,Firozabad,3.5
CUST10277,Varenya Vora,Alappuzha,Uttarakhand,inactive,ORD100522,32643.77,Silver Earrings,Jewelry,2024-12-26 03:39:21,returned,yes,Cash,Varenya Vora,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10040,Warjas Gaba,Haridwar,Andhra Pradesh,new,ORD100461,3318.74,Lipstick,Beauty,2024-06-16 05:19:55,fulfilled,yes,UPI,Warjas Gaba,SELL1010,Boase Inc Retail,Ramagundam,3.8
CUST10231,Krisha Dube,Bokaro,Uttarakhand,active,ORD100930,7129.26,Water Bottle,Home & Kitchen,2024-08-31 08:33:36,fulfilled,no,UPI,Krisha Dube,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10055,Yasti Solanki,Guwahati,Jharkhand,new,ORD101034,10657.26,Puzzle,Toys & Games,2024-09-22 19:28:24,fulfilled,no,Credit Card,Yasti Solanki,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10364,Charita Dhawan,Howrah,Nagaland,inactive,ORD100029,11585.04,Gold Necklace,Jewelry,2025-07-11 22:44:00,fulfilled,yes,Credit Card,Charita Dhawan,SELL1002,Balay-Balan Retail,Bellary,3.9
CUST10188,Bhavna Muni,Vasai-Virar,Odisha,new,ORD100240,19885.46,Bracelet,Jewelry,2025-07-19 15:06:53,fulfilled,no,Cash,Bhavna Muni,SELL1002,Balay-Balan Retail,Vasai-Virar,3.9
CUST10219,David Seshadri,Tiruvottiyur,Tamil Nadu,new,ORD100798,22040.02,Football,Sports,2025-06-26 10:34:40,fulfilled,yes,Cash,David Seshadri,SELL1024,"Yadav, Loke and Oak Retail",Tiruvottiyur,4.9
CUST10029,Ikshita Biswas,Uluberia,Jharkhand,new,ORD100817,19291.86,Bed Sheet,Home & Kitchen,2025-06-09 00:45:39,fulfilled,no,UPI,Ikshita Biswas,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10309,Charan Srinivasan,Loni,Rajasthan,new,ORD100065,21233.88,Jeans,Fashion,2025-06-14 01:53:13,returned,no,Cash,Charan Srinivasan,SELL1024,"Yadav, Loke and Oak Retail",Durg,4.9
CUST10055,Yasti Solanki,Guwahati,Jharkhand,new,ORD100601,44886.28,Cookware Set,Home & Kitchen,2024-09-27 09:27:45,fulfilled,no,Credit Card,Yasti Solanki,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Guwahati,4.5
CUST10343,David Tiwari,Chapra,Nagaland,dormant,ORD100924,30025.43,Lipstick,Beauty,2025-05-15 16:57:42,fulfilled,yes,Cash,Logan Dara,SELL1019,Koshy Ltd Retail,Bhimavaram,3.5
CUST10063,Vaishnavi Sengupta,Shahjahanpur,Uttarakhand,inactive,ORD100754,25655.32,Bluetooth Speaker,Electronics,2025-12-12 02:45:56,fulfilled,yes,UPI,Vaishnavi Sengupta,SELL1016,Balay LLC Retail,Agartala,3.8
CUST10230,Yashica Zacharia,Naihati,Tripura,active,ORD100926,37455.4,Lipstick,Beauty,2024-07-08 17:26:53,fulfilled,yes,Cash,Yashica Zacharia,SELL1016,Balay LLC Retail,Naihati,3.8
CUST10224,Bhanumati Krishnan,Thoothukudi,Assam,new,ORD101101,1429.48,Bed Sheet,Home & Kitchen,2025-01-23 06:26:33,fulfilled,yes,UPI,Bhanumati Krishnan,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10113,Reva Dash,Avadi,Tamil Nadu,dormant,ORD100247,8481.27,Refrigerator,Home & Kitchen,2025-05-15 09:06:47,fulfilled,no,Credit Card,Reva Dash,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10370,Ranveer Dalal,Latur,Tamil Nadu,inactive,ORD100277,7244.51,Badminton Racket,Sports,2026-03-28 06:59:56,fulfilled,no,Cash,Ranveer Dalal,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10133,William Rajagopal,Bulandshahr,Arunachal Pradesh,active,ORD101402,42574.16,Jacket,Fashion,2025-06-05 11:29:47,fulfilled,no,Cash,William Rajagopal,SELL1020,Rastogi-Pathak Retail,Bulandshahr,4.7
CUST10006,Noah Lanka,Rajpur Sonarpur,Nagaland,new,ORD101066,35884.09,Gold Necklace,Jewelry,2024-11-07 18:44:44,fulfilled,yes,Cash,Noah Lanka,SELL1009,Memon Ltd Retail,Rajpur Sonarpur,3.5
CUST10085,Tripti Dua,Belgaum,Telangana,active,ORD100479,14463.77,Exam Guide,Books,2025-07-16 20:16:20,lost_parcel,no,UPI,Tripti Dua,SELL1019,Koshy Ltd Retail,Bhimavaram,3.5
CUST10322,Xavier Bedi,Muzaffarpur,Arunachal Pradesh,new,ORD100426,38684.36,Refrigerator,Home & Kitchen,2024-10-13 02:33:04,fulfilled,yes,Cash,Xavier Bedi,SELL1006,Dugal-Kale Retail,Muzaffarpur,4.8
CUST10018,Girik Khalsa,Vellore,Meghalaya,inactive,ORD100123,37699.78,Gold Necklace,Jewelry,2025-09-10 15:07:43,fulfilled,yes,Credit Card,Girik Khalsa,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10167,Janani Chaudhary,Tinsukia,Rajasthan,new,ORD101169,28737.65,Cookware Set,Home & Kitchen,2025-11-20 00:46:11,fulfilled,yes,Credit Card,Janani Chaudhary,SELL1023,"Sidhu, Wadhwa and Krishnamurthy Retail",Raipur,3.7
CUST10199,Darika Bath,Tenali,Punjab,new,ORD100394,31335.44,Cricket Bat,Sports,2025-07-05 17:10:20,fulfilled,no,UPI,Darika Bath,SELL1024,"Yadav, Loke and Oak Retail",Durg,4.9
CUST10378,Vritti Sharma,Nagercoil,Goa,new,ORD100985,31446.79,Hair Oil,Beauty,2025-07-23 13:25:55,fulfilled,no,Cash,Vritti Sharma,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10367,George Wason,Faridabad,Himachal Pradesh,dormant,ORD100715,17403.08,Yoga Mat,Sports,2025-11-17 22:32:59,fulfilled,no,Credit Card,George Wason,SELL1009,Memon Ltd Retail,Gangtok,3.5
CUST10070,Oni Yohannan,Morbi,Haryana,dormant,ORD101134,1576.83,Earphones,Mobile Accessories,2024-08-13 17:45:44,fulfilled,yes,Cash,Chanakya Raju,SELL1011,Kaul Inc Retail,Morbi,4.3
CUST10122,Chatura Guha,Panchkula,Rajasthan,inactive,ORD101084,44390.63,Cricket Bat,Sports,2025-03-08 00:05:17,fulfilled,no,Credit Card,Chatura Guha,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10076,Zayyan Bumb,Surat,Telangana,active,ORD100497,33168.66,Saree,Fashion,2026-03-22 12:25:02,fulfilled,no,UPI,Zayyan Bumb,SELL1021,"Tak, Chand and Batta Retail",Jamnagar,4.5
CUST10216,Dakshesh Pillay,Solapur,Rajasthan,new,ORD100044,24985.19,Jeans,Fashion,2025-03-26 02:32:13,fulfilled,yes,Credit Card,Dakshesh Pillay,SELL1003,Tiwari PLC Retail,Kishanganj,3.8
CUST10176,Janaki Varghese,Bidhannagar,Mizoram,inactive,ORD100059,13804.14,Doll,Toys & Games,2025-03-12 09:50:42,fulfilled,no,Cash,Vamakshi Bhalla,SELL1003,Tiwari PLC Retail,Bidhannagar,3.8
CUST10284,Onveer Nazareth,Bhopal,Assam,new,ORD101161,27799.44,Self Help Book,Books,2025-07-20 17:31:57,fulfilled,no,Credit Card,Onveer Nazareth,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10262,Damini Sehgal,Rourkela,Tamil Nadu,new,ORD100023,29171.51,Ring,Jewelry,2025-06-01 03:25:46,fulfilled,yes,Credit Card,Damini Sehgal,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Rourkela,4.5
CUST10142,Daksh Memon,Dindigul,Maharashtra,dormant,ORD100874,35497.2,Kurta,Fashion,2024-07-09 04:53:17,fulfilled,yes,Credit Card,Kalpit Khalsa,SELL1006,Dugal-Kale Retail,Dindigul,4.8
CUST10252,Gaurangi Deol,Nagercoil,Nagaland,new,ORD100481,42337.49,Jeans,Fashion,2025-12-30 15:22:10,fulfilled,no,Credit Card,Gaurangi Deol,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10094,Urvashi Wali,Khandwa,Telangana,active,ORD101324,15383.88,Fiction Novel,Books,2024-06-19 22:15:43,fulfilled,yes,UPI,Urvashi Wali,SELL1017,Kakar PLC Retail,Khandwa,4.4
CUST10348,Tejas Bora,Bhusawal,Kerala,new,ORD100745,41331.24,Fiction Novel,Books,2025-06-11 09:39:32,returned,yes,Credit Card,Tejas Bora,SELL1024,"Yadav, Loke and Oak Retail",Bhusawal,4.9
CUST10124,Raksha Sundaram,Bhopal,Rajasthan,active,ORD100231,12828.7,Puzzle,Toys & Games,2025-01-03 04:50:19,fulfilled,yes,Credit Card,Raksha Sundaram,SELL1003,Tiwari PLC Retail,Kishanganj,3.8
CUST10238,Anjali Sengupta,Junagadh,Assam,new,ORD100124,11052.46,Remote Car,Toys & Games,2025-08-27 10:48:05,processing,yes,Cash,Anjali Sengupta,SELL1021,"Tak, Chand and Batta Retail",Jamnagar,4.5
