customer_id,customer_name,city,state,customer_status,order_id,order_value,product_name,product_category,order_date,order_status,promotion_applied,payment_details,name_on_payment,seller_id,seller_name,seller_city,seller_rating
CUST10032,Anita Manda,Tiruvottiyur,Gujarat,active,ORD100433,43589.3,Exam Guide,Books,2025-01-19 21:07:25,fulfilled,no,Credit Card,Anita Manda,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10331,Ganga Gaba,Bardhaman,Tamil Nadu,new,ORD100051,19981.13,Earphones,Mobile Accessories,2025-11-13 02:21:15,lost_parcel,yes,UPI,Ganga Gaba,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Rajahmundry,4.5
CUST10340,Kiaan Sridhar,Malda,Telangana,active,ORD101199,38686.44,Bracelet,Jewelry,2025-08-29 17:45:20,lost_parcel,yes,UPI,Kiaan Sridhar,SELL1011,Kaul Inc Retail,Alwar,4.3
CUST10121,Jack Raval,Hosur,Manipur,active,ORD101128,32969.38,Face Cream,Beauty,2024-11-30 08:42:21,fulfilled,yes,Cash,Jack Raval,SELL1008,"Lalla, Bassi and Sharaf Retail",Burhanpur,4.1
CUST10087,Yatan Chadha,Hospet,Haryana,inactive,ORD101190,3558.23,Flip Flops,Footwear,2025-08-07 15:29:20,fulfilled,no,Credit Card,Mitesh Bhagat,SELL1022,"Dutta, Sami and Bhatt Retail",Eluru,4.0
CUST10038,Janya Baral,Bhagalpur,Sikkim,new,ORD101249,39675.9,Cookbook,Books,2025-04-10 16:47:40,fulfilled,yes,Cash,Janya Baral,SELL1014,"Garg, Walla and Konda Retail",Bhagalpur,4.5
CUST10363,Qarin Yogi,New Delhi,West Bengal,new,ORD101419,5941.53,Perfume,Beauty,2025-10-28 22:04:56,fulfilled,no,Cash,Qarin Yogi,SELL1003,Tiwari PLC Retail,New Delhi,3.8
CUST10204,Rajata Bahl,Solapur,West Bengal,active,ORD100432,35678.07,Doll,Toys & Games,2024-10-12 20:41:51,processing,no,Credit Card,Rajata Bahl,SELL1014,"Garg, Walla and Konda Retail",Surendranagar Dudhrej,4.5
CUST10023,Dakshesh Trivedi,Gaya,Assam,dormant,ORD101452,31285.69,Yoga Mat,Sports,2026-03-03 12:04:30,returned,no,Credit Card,Dakshesh Trivedi,SELL1017,Kakar PLC Retail,Rajpur Sonarpur,4.4
CUST10299,Charan Hayer,Begusarai,Jharkhand,inactive,ORD101470,42497.24,Charger,Mobile Accessories,2024-12-09 09:03:30,returned,yes,Credit Card,Raghav Doctor,SELL1010,Boase Inc Retail,Begusarai,3.8
CUST10356,Amol Khosla,Jabalpur,Bihar,dormant,ORD101234,4630.46,Cookbook,Books,2024-07-26 02:37:38,fulfilled,no,Cash,Amol Khosla,SELL1010,Boase Inc Retail,Jabalpur,3.8
CUST10188,Bhavna Muni,Vasai-Virar,Odisha,new,ORD101281,310.04,T-Shirt,Fashion,2025-03-17 23:37:11,fulfilled,no,UPI,Bhavna Muni,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10097,Rehaan Kalita,Bally,Telangana,active,ORD101085,32585.91,Silver Earrings,Jewelry,2025-11-18 18:28:03,fulfilled,yes,Cash,Rehaan Kalita,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10310,Manbir Kibe,Chapra,Tamil Nadu,new,ORD100610,28206.59,Cookbook,Books,2024-08-02 11:16:46,returned,no,Credit Card,Manbir Kibe,SELL1002,Balay-Balan Retail,Chapra,3.9
CUST10270,Jacob Lala,Amroha,Gujarat,dormant,ORD101284,37842.3,Earphones,Mobile Accessories,2025-07-23 07:57:47,fulfilled,no,UPI,Jacob Lala,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10243,Liam Singh,Tadepalligudem,Andhra Pradesh,active,ORD101041,5800.6,Smartphone,Electronics,2026-02-13 13:35:07,lost_parcel,no,Cash,Liam Singh,SELL1017,Kakar PLC Retail,Tadepalligudem,4.4
CUST10016,Pahal Goswami,Surendranagar Dudhrej,Haryana,active,ORD100220,19837.28,Kurta,Fashion,2025-04-27 11:16:38,fulfilled,no,Cash,Pahal Goswami,SELL1019,Koshy Ltd Retail,Bhimavaram,3.5
CUST10235,Triya Manda,Ambala,Mizoram,new,ORD100339,4290.21,Silver Earrings,Jewelry,2025-12-02 07:52:11,lost_parcel,yes,Cash,Triya Manda,SELL1013,Loke Ltd Retail,Narasaraopet,3.8
CUST10124,Raksha Sundaram,Bhopal,Rajasthan,active,ORD100423,29775.83,Formal Shoes,Footwear,2025-08-10 00:05:18,processing,yes,UPI,Raksha Sundaram,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10216,Dakshesh Pillay,Solapur,Rajasthan,new,ORD100428,24592.62,Earphones,Mobile Accessories,2025-09-26 03:32:11,fulfilled,no,UPI,Dakshesh Pillay,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10304,Urvi Venkataraman,Jalgaon,Punjab,active,ORD101105,18793.82,Gold Necklace,Jewelry,2025-12-11 15:35:06,lost_parcel,no,UPI,Urvi Venkataraman,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10037,Kala Divan,Warangal,Arunachal Pradesh,dormant,ORD100076,39030.09,Mixer Grinder,Home & Kitchen,2026-05-04 11:09:59,fulfilled,no,Credit Card,Kala Divan,SELL1011,Kaul Inc Retail,Alwar,4.3
CUST10236,Neel Iyengar,Chandrapur,Arunachal Pradesh,active,ORD101391,44684.85,Dress,Fashion,2026-05-03 14:16:00,fulfilled,yes,UPI,Neel Iyengar,SELL1013,Loke Ltd Retail,Narasaraopet,3.8
CUST10016,Pahal Goswami,Surendranagar Dudhrej,Haryana,active,ORD100439,11843.46,Refrigerator,Home & Kitchen,2025-02-23 09:54:08,fulfilled,no,Cash,Pahal Goswami,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10244,Anirudh Kunda,Jalgaon,Nagaland,new,ORD101336,25390.82,Cricket Bat,Sports,2025-12-20 18:42:41,fulfilled,no,Cash,Anirudh Kunda,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10089,Qabil Sura,Raichur,Uttar Pradesh,new,ORD100864,35926.84,Laptop,Electronics,2025-08-14 15:16:35,processing,no,Cash,Qabil Sura,SELL1009,Memon Ltd Retail,Gangtok,3.5
CUST10016,Pahal Goswami,Surendranagar Dudhrej,Haryana,active,ORD101080,39100.39,Puzzle,Toys & Games,2025-11-18 21:25:08,fulfilled,no,Credit Card,Pahal Goswami,SELL1008,"Lalla, Bassi and Sharaf Retail",Burhanpur,4.1
CUST10081,Atharv Muni,Sikar,Tamil Nadu,new,ORD100354,39252.89,Puzzle,Toys & Games,2024-10-03 00:58:16,fulfilled,yes,UPI,Atharv Muni,SELL1011,Kaul Inc Retail,Sikar,4.3
CUST10231,Krisha Dube,Bokaro,Uttarakhand,active,ORD100365,2442.88,Dress,Fashion,2024-10-10 19:21:27,fulfilled,no,Credit Card,Krisha Dube,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Bokaro,4.5
CUST10266,Warinder Peri,Yamunanagar,Odisha,inactive,ORD100309,16019.54,Flip Flops,Footwear,2025-06-21 04:37:20,returned,no,Credit Card,Warinder Peri,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10007,Devika Rastogi,Bahraich,Mizoram,new,ORD100736,35598.03,Biography,Books,2025-09-08 02:58:00,processing,no,Credit Card,Devika Rastogi,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10235,Triya Manda,Ambala,Mizoram,new,ORD100998,43419.7,Power Bank,Mobile Accessories,2025-07-16 19:25:20,fulfilled,yes,Credit Card,Triya Manda,SELL1005,Ahuja-Dutta Retail,Ambala,4.5
CUST10094,Urvashi Wali,Khandwa,Telangana,active,ORD100621,1820.7,Sneakers,Footwear,2025-03-14 01:52:05,lost_parcel,yes,Cash,Urvashi Wali,SELL1001,Chaudry Ltd Retail,Gudivada,3.5
CUST10378,Vritti Sharma,Nagercoil,Goa,new,ORD100543,43917.2,Refrigerator,Home & Kitchen,2025-11-11 03:08:28,fulfilled,yes,Cash,Vritti Sharma,SELL1005,Ahuja-Dutta Retail,Nagercoil,4.5
CUST10029,Ikshita Biswas,Uluberia,Jharkhand,new,ORD101140,22794.34,Running Shoes,Footwear,2025-07-18 15:33:06,fulfilled,no,Cash,Ikshita Biswas,SELL1023,"Sidhu, Wadhwa and Krishnamurthy Retail",Uluberia,3.7
CUST10069,Lajita Sood,Nagercoil,Jharkhand,inactive,ORD101296,26723.93,Laptop,Electronics,2025-04-11 10:43:23,lost_parcel,yes,UPI,Lajita Sood,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Nagercoil,4.5
CUST10273,Idika Bhattacharyya,Dewas,West Bengal,active,ORD100554,5357.88,Flip Flops,Footwear,2026-03-09 13:16:14,fulfilled,yes,UPI,Idika Bhattacharyya,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10127,Wishi Manne,Vijayanagaram,Uttarakhand,inactive,ORD100679,5319.62,Gold Necklace,Jewelry,2026-01-27 02:01:19,fulfilled,yes,Credit Card,Warda Raju,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10224,Bhanumati Krishnan,Thoothukudi,Assam,new,ORD100049,10739.47,Board Game,Toys & Games,2025-08-02 09:19:52,lost_parcel,no,Cash,Bhanumati Krishnan,SELL1010,Boase Inc Retail,Ramagundam,3.8
CUST10150,Chakrika Bains,Panipat,Andhra Pradesh,new,ORD100490,7597.31,Doll,Toys & Games,2025-12-13 04:45:03,fulfilled,no,UPI,Chakrika Bains,SELL1007,Rai Inc Retail,Panipat,3.6
CUST10067,Tanish Bhatt,Vellore,Karnataka,active,ORD100316,14523.61,Formal Shoes,Footwear,2024-11-08 05:15:26,fulfilled,yes,UPI,Tanish Bhatt,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10376,Chakrika Dua,Ozhukarai,Haryana,active,ORD100904,25010.78,Cricket Bat,Sports,2025-01-30 03:26:38,fulfilled,yes,UPI,Chakrika Dua,SELL1024,"Yadav, Loke and Oak Retail",Ozhukarai,4.9
CUST10353,Aarush Bajaj,Madhyamgram,Sikkim,new,ORD100636,39197.81,Power Bank,Mobile Accessories,2026-03-30 18:44:18,fulfilled,yes,Credit Card,Aarush Bajaj,SELL1023,"Sidhu, Wadhwa and Krishnamurthy Retail",Raipur,3.7
CUST10241,Udarsh Bala,Navi Mumbai,Uttarakhand,dormant,ORD100560,11613.31,Ring,Jewelry,2025-10-18 09:27:55,fulfilled,yes,Credit Card,Udarsh Bala,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10243,Liam Singh,Tadepalligudem,Andhra Pradesh,active,ORD100486,28722.18,Running Shoes,Footwear,2025-07-18 21:41:25,fulfilled,no,Cash,Liam Singh,SELL1016,Balay LLC Retail,Agartala,3.8
CUST10257,Champak Narula,Amravati,Uttar Pradesh,dormant,ORD100067,30353.31,Running Shoes,Footwear,2025-04-22 13:35:21,fulfilled,no,Credit Card,Champak Narula,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10205,Pushti Ravel,Ramagundam,Bihar,active,ORD100811,24472.86,Face Cream,Beauty,2025-12-15 23:37:22,fulfilled,yes,Cash,Pushti Ravel,SELL1016,Balay LLC Retail,Agartala,3.8
CUST10069,Lajita Sood,Nagercoil,Jharkhand,inactive,ORD100493,4870.73,Self Help Book,Books,2025-12-25 03:01:20,fulfilled,no,Credit Card,Chameli Bali,SELL1022,"Dutta, Sami and Bhatt Retail",Eluru,4.0
CUST10213,Ekantika Mutti,Gandhidham,Assam,active,ORD100310,8146.56,Smartphone,Electronics,2025-12-21 15:16:36,fulfilled,no,Credit Card,Ekantika Mutti,SELL1001,Chaudry Ltd Retail,Gandhidham,3.5
CUST10126,Umang Comar,Kochi,Rajasthan,active,ORD101096,43174.44,Remote Car,Toys & Games,2025-04-24 20:44:38,fulfilled,no,Credit Card,Umang Comar,SELL1017,Kakar PLC Retail,Rajpur Sonarpur,4.4
CUST10238,Anjali Sengupta,Junagadh,Assam,new,ORD101247,28506.51,Hair Oil,Beauty,2026-02-15 05:06:22,lost_parcel,yes,Credit Card,Anjali Sengupta,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10285,Alka Kade,Tadipatri,Rajasthan,inactive,ORD100184,36148.98,Lipstick,Beauty,2024-09-29 06:10:55,fulfilled,no,Credit Card,Alka Kade,SELL1021,"Tak, Chand and Batta Retail",Jamnagar,4.5
CUST10017,Saanvi Chaudhari,Panvel,Uttarakhand,active,ORD100306,44621.44,Screen Guard,Mobile Accessories,2024-08-05 03:05:12,processing,yes,Credit Card,Saanvi Chaudhari,SELL1024,"Yadav, Loke and Oak Retail",Durg,4.9
CUST10259,Watika Tank,Kadapa,Himachal Pradesh,active,ORD100852,39774.54,Smart Watch,Electronics,2025-11-24 07:05:27,fulfilled,no,Cash,Watika Tank,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10337,Advika Parsa,Ghaziabad,Sikkim,new,ORD100792,5526.37,Sandals,Footwear,2025-01-24 00:57:01,fulfilled,yes,Credit Card,Advika Parsa,SELL1014,"Garg, Walla and Konda Retail",Surendranagar Dudhrej,4.5
CUST10006,Noah Lanka,Rajpur Sonarpur,Nagaland,new,ORD100289,24506.61,Headphones,Electronics,2025-09-28 05:28:17,returned,no,UPI,Noah Lanka,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Rajahmundry,4.5
CUST10067,Tanish Bhatt,Vellore,Karnataka,active,ORD100706,16159.91,Doll,Toys & Games,2025-03-25 15:43:09,fulfilled,no,UPI,Tanish Bhatt,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10161,Timothy Bhatnagar,Barasat,Rajasthan,inactive,ORD101329,1299.56,Fiction Novel,Books,2025-09-12 17:50:23,processing,yes,Credit Card,Timothy Bhatnagar,SELL1013,Loke Ltd Retail,Narasaraopet,3.8
CUST10159,Jatin Sha,Firozabad,Odisha,active,ORD100654,34286.94,Hair Oil,Beauty,2024-11-29 00:00:00,processing,yes,Cash,Jatin Sha,SELL1019,Koshy Ltd Retail,Firozabad,3.5
CUST10277,Varenya Vora,Alappuzha,Uttarakhand,inactive,ORD100522,32643.77,Silver Earrings,Jewelry,2024-12-24 20:43:54,returned,yes,Cash,Varenya Vora,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10040,Warjas Gaba,Haridwar,Andhra Pradesh,new,ORD100461,3318.74,Lipstick,Beauty,2024-06-14 22:24:28,fulfilled,yes,UPI,Warjas Gaba,SELL1010,Boase Inc Retail,Ramagundam,3.8
CUST10231,Krisha Dube,Bokaro,Uttarakhand,active,ORD100930,7129.26,Water Bottle,Home & Kitchen,2024-08-30 01:38:09,fulfilled,no,UPI,Krisha Dube,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10055,Yasti Solanki,Guwahati,Jharkhand,new,ORD101034,10657.26,Puzzle,Toys & Games,2024-09-21 12:32:57,fulfilled,no,Credit Card,Yasti Solanki,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10364,Charita Dhawan,Howrah,Nagaland,inactive,ORD100029,11585.04,Gold Necklace,Jewelry,2025-07-10 15:48:33,fulfilled,yes,Credit Card,Charita Dhawan,SELL1002,Balay-Balan Retail,Bellary,3.9
CUST10188,Bhavna Muni,Vasai-Virar,Odisha,new,ORD100240,19885.46,Bracelet,Jewelry,2025-07-18 08:11:26,fulfilled,no,Cash,Bhavna Muni,SELL1002,Balay-Balan Retail,Vasai-Virar,3.9
CUST10219,David Seshadri,Tiruvottiyur,Tamil Nadu,new,ORD100798,22040.02,Football,Sports,2025-06-25 03:39:13,fulfilled,yes,Cash,David Seshadri,SELL1024,"Yadav, Loke and Oak Retail",Tiruvottiyur,4.9
CUST10029,Ikshita Biswas,Uluberia,Jharkhand,new,ORD100817,19291.86,Bed Sheet,Home & Kitchen,2025-06-07 17:50:12,fulfilled,no,UPI,Ikshita Biswas,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10309,Charan Srinivasan,Loni,Rajasthan,new,ORD100065,21233.88,Jeans,Fashion,2025-06-12 18:57:46,returned,no,Cash,Charan Srinivasan,SELL1024,"Yadav, Loke and Oak Retail",Durg,4.9
CUST10055,Yasti Solanki,Guwahati,Jharkhand,new,ORD100601,44886.28,Cookware Set,Home & Kitchen,2024-09-26 02:32:18,fulfilled,no,Credit Card,Yasti Solanki,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Guwahati,4.5
CUST10343,David Tiwari,Chapra,Nagaland,dormant,ORD100924,30025.43,Lipstick,Beauty,2025-05-14 10:02:15,fulfilled,yes,Cash,Logan Dara,SELL1019,Koshy Ltd Retail,Bhimavaram,3.5
CUST10063,Vaishnavi Sengupta,Shahjahanpur,Uttarakhand,inactive,ORD100754,25655.32,Bluetooth Speaker,Electronics,2025-12-10 19:50:29,fulfilled,yes,UPI,Vaishnavi Sengupta,SELL1016,Balay LLC Retail,Agartala,3.8
CUST10230,Yashica Zacharia,Naihati,Tripura,active,ORD100926,37455.4,Lipstick,Beauty,2024-07-07 10:31:26,fulfilled,yes,Cash,Yashica Zacharia,SELL1016,Balay LLC Retail,Naihati,3.8
CUST10224,Bhanumati Krishnan,Thoothukudi,Assam,new,ORD101101,1429.48,Bed Sheet,Home & Kitchen,2025-01-21 23:31:06,fulfilled,yes,UPI,Bhanumati Krishnan,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10113,Reva Dash,Avadi,Tamil Nadu,dormant,ORD100247,8481.27,Refrigerator,Home & Kitchen,2025-05-14 02:11:20,fulfilled,no,Credit Card,Reva Dash,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10370,Ranveer Dalal,Latur,Tamil Nadu,inactive,ORD100277,7244.51,Badminton Racket,Sports,2026-03-27 00:04:29,fulfilled,no,Cash,Ranveer Dalal,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10133,William Rajagopal,Bulandshahr,Arunachal Pradesh,active,ORD101402,42574.16,Jacket,Fashion,2025-06-04 04:34:20,fulfilled,no,Cash,William Rajagopal,SELL1020,Rastogi-Pathak Retail,Bulandshahr,4.7
CUST10006,Noah Lanka,Rajpur Sonarpur,Nagaland,new,ORD101066,35884.09,Gold Necklace,Jewelry,2024-11-06 11:49:17,fulfilled,yes,Cash,Noah Lanka,SELL1009,Memon Ltd Retail,Rajpur Sonarpur,3.5
CUST10085,Tripti Dua,Belgaum,Telangana,active,ORD100479,14463.77,Exam Guide,Books,2025-07-15 13:20:53,lost_parcel,no,UPI,Tripti Dua,SELL1019,Koshy Ltd Retail,Bhimavaram,3.5
CUST10322,Xavier Bedi,Muzaffarpur,Arunachal Pradesh,new,ORD100426,38684.36,Refrigerator,Home & Kitchen,2024-10-11 19:37:37,fulfilled,yes,Cash,Xavier Bedi,SELL1006,Dugal-Kale Retail,Muzaffarpur,4.8
CUST10018,Girik Khalsa,Vellore,Meghalaya,inactive,ORD100123,37699.78,Gold Necklace,Jewelry,2025-09-09 08:12:16,fulfilled,yes,Credit Card,Girik Khalsa,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10167,Janani Chaudhary,Tinsukia,Rajasthan,new,ORD101169,28737.65,Cookware Set,Home & Kitchen,2025-11-18 17:50:44,fulfilled,yes,Credit Card,Janani Chaudhary,SELL1023,"Sidhu, Wadhwa and Krishnamurthy Retail",Raipur,3.7
CUST10199,Darika Bath,Tenali,Punjab,new,ORD100394,31335.44,Cricket Bat,Sports,2025-07-04 10:14:53,fulfilled,no,UPI,Darika Bath,SELL1024,"Yadav, Loke and Oak Retail",Durg,4.9
CUST10378,Vritti Sharma,Nagercoil,Goa,new,ORD100985,31446.79,Hair Oil,Beauty,2025-07-22 06:30:28,fulfilled,no,Cash,Vritti Sharma,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10367,George Wason,Faridabad,Himachal Pradesh,dormant,ORD100715,17403.08,Yoga Mat,Sports,2025-11-16 15:37:32,fulfilled,no,Credit Card,George Wason,SELL1009,Memon Ltd Retail,Gangtok,3.5
CUST10070,Oni Yohannan,Morbi,Haryana,dormant,ORD101134,1576.83,Earphones,Mobile Accessories,2024-08-12 10:50:17,fulfilled,yes,Cash,Chanakya Raju,SELL1011,Kaul Inc Retail,Morbi,4.3
CUST10122,Chatura Guha,Panchkula,Rajasthan,inactive,ORD101084,44390.63,Cricket Bat,Sports,2025-03-06 17:09:50,fulfilled,no,Credit Card,Chatura Guha,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10076,Zayyan Bumb,Surat,Telangana,active,ORD100497,33168.66,Saree,Fashion,2026-03-21 05:29:35,fulfilled,no,UPI,Zayyan Bumb,SELL1021,"Tak, Chand and Batta Retail",Jamnagar,4.5
CUST10216,Dakshesh Pillay,Solapur,Rajasthan,new,ORD100044,24985.19,Jeans,Fashion,2025-03-24 19:36:46,fulfilled,yes,Credit Card,Dakshesh Pillay,SELL1003,Tiwari PLC Retail,Kishanganj,3.8
CUST10176,Janaki Varghese,Bidhannagar,Mizoram,inactive,ORD100059,13804.14,Doll,Toys & Games,2025-03-11 02:55:15,fulfilled,no,Cash,Vamakshi Bhalla,SELL1003,Tiwari PLC Retail,Bidhannagar,3.8
CUST10284,Onveer Nazareth,Bhopal,Assam,new,ORD101161,27799.44,Self Help Book,Books,2025-07-19 10:36:30,fulfilled,no,Credit Card,Onveer Nazareth,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10262,Damini Sehgal,Rourkela,Tamil Nadu,new,ORD100023,29171.51,Ring,Jewelry,2025-05-30 20:30:19,fulfilled,yes,Credit Card,Damini Sehgal,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Rourkela,4.5
CUST10142,Daksh Memon,Dindigul,Maharashtra,dormant,ORD100874,35497.2,Kurta,Fashion,2024-07-07 21:57:50,fulfilled,yes,Credit Card,Kalpit Khalsa,SELL1006,Dugal-Kale Retail,Dindigul,4.8
CUST10252,Gaurangi Deol,Nagercoil,Nagaland,new,ORD100481,42337.49,Jeans,Fashion,2025-12-29 08:26:43,fulfilled,no,Credit Card,Gaurangi Deol,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10094,Urvashi Wali,Khandwa,Telangana,active,ORD101324,15383.88,Fiction Novel,Books,2024-06-18 15:20:16,fulfilled,yes,UPI,Urvashi Wali,SELL1017,Kakar PLC Retail,Khandwa,4.4
CUST10348,Tejas Bora,Bhusawal,Kerala,new,ORD100745,41331.24,Fiction Novel,Books,2025-06-10 02:44:05,returned,yes,Credit Card,Tejas Bora,SELL1024,"Yadav, Loke and Oak Retail",Bhusawal,4.9
CUST10124,Raksha Sundaram,Bhopal,Rajasthan,active,ORD100231,12828.7,Puzzle,Toys & Games,2025-01-01 21:54:52,fulfilled,yes,Credit Card,Raksha Sundaram,SELL1003,Tiwari PLC Retail,Kishanganj,3.8
CUST10238,Anjali Sengupta,Junagadh,Assam,new,ORD100124,11052.46,Remote Car,Toys & Games,2025-08-26 03:52:38,processing,yes,Cash,Anjali Sengupta,SELL1021,"Tak, Chand and Batta Retail",Jamnagar,4.5
